city;lat;lng;continent
Salinas;-2.2;-80.98;SA
San Lorenzo;1.2704;-78.8601;SA
Milagro;-2.1796;-79.6;SA
Muisne;0.61;-80.02;SA
Zamora;-4.0696;-78.97;SA
Nueva Loja;0.0906;-76.8884;SA
Manta;-0.98;-80.73;SA
Chone;-0.6896;-80.09;SA
Sangolquí;-0.31;-78.46;SA
Macará;-4.3796;-79.95;SA
Guayaquil;-2.22;-79.92;SA
Ibarra;0.3604;-78.13;SA
Loja;-3.99;-79.21;SA
Babahoyo;-1.7996;-79.54;SA
Portoviejo;-1.06;-80.46;SA
Macas;-2.3096;-78.12;SA
Puyo;-1.483;-77.987;SA
Ambato;-1.2696;-78.62;SA
Tena;-0.9796;-77.81;SA
Puerto Francisco de Orellana;-0.4664;-76.9872;SA
Santo Domingo de los Colorados;-253.0;-79.1754;SA
Santa Elena;-2.2262;-80.8587;SA
Puerto Baquerizo Moreno;-0.9;-89.6;SA
Cuenca;-2.9;-79.0;SA
Guaranda;-1.61;-79.01;SA
Azogues;-2.74;-78.84;SA
Tulcán;822.0;-77.732;SA
Riobamba;-1.67;-78.65;SA
Latacunga;-0.9296;-78.61;SA
Machala;-3.26;-79.96;SA
Esmeraldas;0.9304;-79.67;SA
Valga;57.7744;26.0453;EU
Viljandi;58.3639;25.59;EU
Tallinn;59.4339;24.728;EU
Kärdla;58.9978;22.7492;EU
Rakvere;59.3464;26.3558;EU
Pärnu;58.3747;24.5136;EU
Paide;58.8856;25.5572;EU
Jõgeva;58.7467;26.3939;EU
Põlva;58.0603;27.0694;EU
Tartu;58.3839;26.7099;EU
Rapla;59.0072;24.7928;EU
Kuressaare;58.2481;22.5039;EU
Jõhvi;59.3592;27.4211;EU
Võru;57.8339;27.0194;EU
Haapsalu;58.9431;23.5414;EU
Kohtla-Järve;59.4;27.2833;EU
Narva;59.3776;28.1603;EU
Berenice;23.946;35.4842;AF
Beni Mazar;28.4904;30.81;AF
Samalut;28.3004;30.71;AF
El Mansura;31.0504;31.38;AF
Mallawi;27.7304;30.84;AF
El Minya;28.09;30.75;AF
Siwa;29.2;25.5167;AF
Matruh;31.3504;27.23;AF
Qena;26.1505;32.72;AF
Salum;31.567;25.15;AF
El Daba;31.0338;28.4333;AF
El Faiyum;29.31;30.84;AF
Asyut;27.19;31.1799;AF
Bur Safaga;26.7337;33.9333;AF
El Alamein;30.8171;28.95;AF
Kom Ombo;24.47;32.95;AF
El Giza;30.01;31.19;AF
Isna;25.2904;32.5499;AF
El Kharga;25.44;30.55;AF
Qasr Farafra;27.0671;27.9666;AF
Girga;26.3304;31.88;AF
El Qasr;25.7004;28.8833;AF
Hurghada;27.23;33.83;AF
Sohag;26.5504;31.7;AF
El Tur;28.2394;33.6148;AF
Bur Said;31.26;32.29;AF
Tanta;30.7904;31.0;AF
Ismaïlia;30.5903;32.26;AF
Suez;30.005;32.5499;AF
Beni Suef;29.0804;31.09;AF
Aswan;24.0875;32.8989;AF
Cairo;30.05;31.25;AF
Dumyat;31.4204;31.82;AF
Zagazig;30.5833;31.5167;AF
Alexandria;31.2;29.95;AF
Shibin el Kom;30.592;30.9;AF
El Arish;31.1249;33.8006;AF
Damanhûr;31.0504;30.47;AF
Luxor;25.7;32.65;AF
Rashid;31.4604;30.39;AF
Kafr el Sheikh;31.109;30.936;AF
Benha;30.4667;31.1833;AF
Tessenei;15.1104;36.6575;AF
Mendefera;14.886;38.8163;AF
Assab;13.01;42.73;AF
Agordat;15.549;37.8867;AF
Barentu;15.1058;37.5907;AF
Massawa;15.6101;39.45;AF
Asmara;15.3333;38.9333;AF
Keren;15.6804;38.45;AF
Vitoria;42.85;-2.67;EU
Santander;43.3805;-3.8;EU
Logroño;42.4704;-2.43;EU
Barcelona;41.3833;2.1834;EU
Mataró;41.54;2.45;EU
Oviedo;43.3505;-5.83;EU
Arrecife;28.969;-13.5378;EU
Las Palmas;28.1;-15.43;EU
Toledo;39.867;-4.0167;EU
Lorca;37.6886;-1.6985;EU
Zaragoza;41.65;-0.89;EU
Murcia;37.98;-1.13;EU
Gijón;43.53;-5.67;EU
Linares;38.0833;-3.6334;EU
Cartagena;37.6004;-0.98;EU
Vigo;42.22;-8.73;EU
Valladolid;41.65;-4.75;EU
Santiago de Compostela;42.8829;-8.5411;EU
Mérida;38.912;-6.338;EU
Algeciras;36.1267;-5.4665;EU
Marbella;36.5166;-4.8833;EU
Almería;36.8303;-2.43;EU
Córdoba;37.88;-4.77;EU
Granada;37.165;-3.585;EU
Jaén;37.7704;-3.8;EU
Málaga;36.7204;-4.42;EU
Albacete;39.0003;-1.87;EU
Guadalajara;40.6337;-3.1666;EU
Burgos;42.3504;-3.68;EU
León;42.58;-5.57;EU
Salamanca;40.9704;-5.67;EU
Huelva;37.2504;-6.9299;EU
Cádiz;36.535;-6.225;EU
Ceuta;35.889;-5.307;EU
Melilla;35.3;-2.95;EU
Tarragona;41.1204;1.25;EU
Badajoz;38.8804;-6.97;EU
La Coruña;43.33;-8.42;EU
Ourense;42.33;-7.87;EU
Bilbao;43.25;-2.93;EU
Santa Cruz de Tenerife;28.47;-16.25;EU
Seville;37.405;-5.98;EU
Pamplona;42.82;-1.65;EU
Palma;39.5743;2.6542;EU
Valencia;39.485;-0.4;EU
Madrid;40.4;-3.6834;EU
San Sebastián;43.3204;-1.98;EU
Alicante;38.3512;-0.4836;EU
Castello;39.9704;-0.05;EU
Adigrat;14.2804;39.47;AF
Aksum;14.1304;38.72;AF
Gondar;12.61;37.46;AF
Nazret;8.55;39.27;AF
Sodo;6.9;37.75;AF
Asela;7.9504;39.1399;AF
Dila;6.4104;38.31;AF
Nagele;5.3166;39.5833;AF
Dembi Dolo;8.5337;34.8;AF
Dese;11.13;39.63;AF
Bahir Dar;11.6001;37.3833;AF
Hagere Hiywet;8.9804;37.85;AF
Gode;5.95;43.45;AF
Giyon;8.5304;37.97;AF
Shashemene;7.2004;38.59;AF
Hosaina;7.5504;37.85;AF
Nekemte;9.0905;36.53;AF
Yirga Alem;6.7504;38.41;AF
Gore;8.149;35.537;AF
Gimbi;9.167;35.8333;AF
Jima;7.68;36.83;AF
Debre Markos;10.34;37.72;AF
Dolo Bay;4.1833;42.0833;AF
Arba Minch;6.04;37.55;AF
Awasa;7.06;38.477;AF
Asosa;10.067;34.5333;AF
Gambēla;8.25;34.5833;AF
Jijiga;9.3504;42.79;AF
Goba;7.01;39.97;AF
Addis Ababa;9.0333;38.7;AF
Bati;11.1837;40.0166;AF
Dire Dawa;9.59;41.86;AF
Mekele;13.5;39.47;AF
Debre Birhan;9.6804;39.53;AF
Harar;9.32;42.15;AF
Semera;11.7956;41.0086;AF
Pori;61.4789;21.7749;EU
Kuopio;62.8943;27.6949;EU
Jyväskylä;62.2603;25.75;EU
Rovaniemi;66.5;25.7159;EU
Lahti;60.9939;25.6649;EU
Mikkeli;61.69;27.285;EU
Oulu;65.0;25.47;EU
Hämeenlinna;60.997;24.472;EU
Seinäjoki;62.8;22.8333;EU
Tampere;61.5;23.75;EU
Kajaani;64.2333;27.6833;EU
Lappeenranta;61.0671;28.1833;EU
Joensuu;62.6;29.7666;EU
Kouvola;60.876;26.709;EU
Helsinki;60.1756;24.9341;EU
Kemi;65.7333;24.5817;EU
Mariehamn;60.1;19.95;EU
Porvoo;60.4004;25.666;EU
Turku;60.4539;22.255;EU
Sodankylä;67.4171;26.6;EU
Kemijärvi;66.6667;27.4167;EU
Kokkola;63.8333;23.1167;EU
Vaasa;63.1;21.6;EU
Savonlinna;61.8666;28.8833;EU
Lautoka;-17.6161;177.4666;OC
Nandi;-17.7996;177.4166;OC
Suva;-18.133;178.4417;OC
Labasa;-16.4166;179.3833;OC
Stanley;-51.7;-57.85;SA
Kolonia;6.9639;158.2083;OC
Colonia;9.5144;138.1292;OC
Palikir;6.9166;158.15;OC
Weno;7.4458;151.85;OC
Tofol;5.3261;163.0083;OC
Porkeri;61.4814;-6.745;EU
Saltangará;62.1156;-6.7206;EU
Sandavágur;62.0537;-7.1498;EU
Sandur;61.8344;-6.8171;EU
Skálavík;61.8314;-6.6623;EU
Skopun;61.9028;-6.8823;EU
Skúvoy;61.771;-6.805;EU
Sumba;61.4055;-6.709;EU
Kirkja;62.3263;-6.3238;EU
Oyrarbakki;62.2079;-6.9997;EU
Hvalba;61.6024;-6.9606;EU
Hvannasund;62.2962;-6.5204;EU
Eiði;62.2995;-7.0924;EU
Fámjin;61.5248;-6.8794;EU
Fuglafjørður;62.2448;-6.815;EU
Hov;61.5068;-6.7599;EU
Kunoy;62.2917;-6.6702;EU
Kvívík;62.1186;-7.0737;EU
Norðragøta;62.199;-6.7432;EU
Klaksvík;62.2375;-6.539;EU
Húsavík;61.8099;-6.6813;EU
Tórshavn;62.03;-6.82;EU
Toftir;62.0978;-6.7369;EU
Sørvágur;62.0717;-7.3066;EU
Strendur;62.1096;-6.7617;EU
Tvøroyri;61.5544;-6.8063;EU
Vágur;61.4733;-6.8175;EU
Vestmanna;62.1548;-7.169;EU
Viðareiði;62.36;-6.5313;EU
Lorient;47.7504;-3.3666;EU
Brest;48.3904;-4.495;EU
Aix-en-Provence;43.52;5.45;EU
Ajaccio;41.9271;8.7283;EU
Marseille;43.29;5.375;EU
Rennes;48.1;-1.67;EU
Nantes;47.2104;-1.59;EU
Orléans;47.9004;1.9;EU
Paris;48.8667;2.3333;EU
Clermont-Ferrand;45.78;3.08;EU
Montpellier;43.6104;3.87;EU
Poitier;46.5833;0.3333;EU
Bordeaux;44.85;-595.0;EU
Limoges;45.83;1.25;EU
Dijon;47.3304;5.03;EU
Lille;50.65;3.08;EU
Lyon;45.77;4.83;EU
Toulouse;43.62;1.4499;EU
Rouen;49.4304;1.08;EU
Amiens;49.9004;2.3;EU
Besançon;47.23;6.03;EU
Caen;49.1838;-0.35;EU
Vichy;46.1171;3.4167;EU
Biarritz;43.4733;-1.5616;EU
Cherbourg;49.6504;-1.65;EU
Reims;49.2504;4.03;EU
Calais;50.9504;1.8333;EU
Roanne;46.0333;4.0667;EU
Dieppe;49.9337;1.0833;EU
Le Havre;49.505;105.0;AS
Brive;45.1504;1.5333;EU
Béziers;43.3505;3.21;EU
St.-Brieuc;48.5167;-2.7833;EU
Angers;47.48;-0.53;EU
Le Mans;48.0004;0.1;EU
Arras;50.2833;2.7833;EU
Troyes;48.3404;4.0834;EU
Nevers;46.9837;3.1667;EU
Auxerre;47.8004;3.5666;EU
Tours;47.3804;0.6999;EU
Bourges;47.0837;2.4;EU
Versailles;48.8005;2.1333;EU
Melun;48.5333;2.6666;EU
La Rochelle;46.1667;-1.15;EU
Agen;44.2004;0.6333;EU
Annecy;45.9;6.1167;EU
Grenoble;45.1804;5.72;EU
Saint-Étienne;45.4304;4.38;EU
Toulon;43.1342;5.9188;EU
Nice;43.715;7.265;EU
Tarbes;43.2333;0.0833;EU
Perpignan;42.7;2.9;EU
Nîmes;43.8304;4.35;EU
Strasbourg;48.58;7.75;EU
Metz;49.1203;6.18;EU
Mulhouse;47.7504;7.35;EU
Nancy;48.6837;6.2;EU
Bastia;42.7032;9.45;EU
Tchibanga;-2.857;11.027;AF
Gamba;-2.65;10.0;AF
Libreville;0.3854;9.458;AF
Omboué;-1.5662;9.25;AF
Ndende;-2.3829;11.3833;AF
Mayumba;-3.4166;10.65;AF
Moanda;-1.5655;13.2;AF
Mouila;-1.8662;11.0167;AF
Okandja;-0.6829;13.7833;AF
Franceville;-1.6333;13.5833;AF
Oyem;1.6166;11.5833;AF
Makokou;0.5671;12.8666;AF
Mitzik;0.7837;11.5666;AF
Bitam;2.0837;11.4834;AF
Mékambo;1.0171;13.9333;AF
Koulamoutou;-1.1329;12.4833;AF
Bifoum;-0.3329;10.3832;AF
Port-Gentil;-0.72;8.78;AF
Lambaréné;-0.6996;10.2166;AF
Warrington;53.3833;-2.6;EU
Newbury;51.4;-1.3167;EU
Swindon;51.5167;-1.7833;EU
Wick;58.4333;-3.0834;EU
Dudley;52.5;-2.0833;EU
Oxford;51.7704;-1.25;EU
Hackney;51.55;-0.05;EU
Matlock;53.1333;-1.5333;EU
Lochgilphead;56.0333;-5.4167;EU
Northallerton;54.3333;-1.4333;EU
Edinburgh;55.9483;-3.2191;EU
Sunderland;54.92;-1.38;EU
Swansea;51.63;-3.95;EU
Wokingham;51.4167;-0.8333;EU
City of Westminster;51.5;-0.1167;EU
Solihull;52.4167;-1.7833;EU
Rochdale;53.6167;-2.15;EU
Nottingham;52.9703;-1.17;EU
Winchester;51.0167;-1.3167;EU
Wembley;51.55;-0.2833;EU
Motherwell;55.7833;-4.0;EU
Reading;51.47;-0.98;EU
Torquay;50.45;-3.5;EU
Thornbury;51.6089;-2.5203;EU
Oldham;53.55;-2.1167;EU
Elgin;57.65;-3.3333;EU
Wallsend;54.9914;-1.5597;EU
Weston-super-Mare;51.3458;-2.9678;EU
Hounslow;51.4667;-0.35;EU
Irvine;55.6;-4.6667;EU
Barnsley;53.55;-1.4833;EU
Falkirk;56.0;-3.7667;EU
Slough;51.5;-0.5833;EU
Huddersfield;53.65;-1.7833;EU
Kingston upon Hull;53.7504;-0.33;EU
Romford;51.5833;0.2;EU
Grays;51.4833;0.3333;EU
Hertford;51.8;-0.0667;EU
Coventry;52.4204;-1.5;EU
Leicester;52.63;-1.1332;EU
Beverley;53.8333;-0.4167;EU
Stirling;56.1167;-3.95;EU
Norwich;52.6304;1.3;EU
Darlington;54.5333;-1.5667;EU
Hereford;52.05;-2.7167;EU
Grimsby;53.5333;-0.05;EU
Bradford;53.8;-1.75;EU
Bracknell;51.4167;-0.75;EU
Morpeth;55.1667;-1.6833;EU
Gateshead;54.945;-1.6175;EU
Wandsworth;51.45;-0.2;EU
South Shields;54.9878;-1.4214;EU
Sheffield;53.3667;-1.5;EU
Ystrad Mynach;51.6403;-3.2433;EU
South Bank;54.5667;-1.15;EU
Haddington;55.9333;-2.7667;EU
Aberaeron;52.25;-4.25;EU
Lerwick;60.15;-1.15;EU
Cambridge;52.2004;0.1166;EU
Glenrothes;56.2;-3.1833;EU
Pen-y-Bont ar Ogwr;51.5058;-3.5772;EU
Barri;51.4067;-3.2694;EU
Carlisle;54.88;-2.93;EU
Aylesbury;51.8167;-0.8;EU
Lincoln;53.2333;-0.5333;EU
Bromley;51.4;0.05;EU
Kirkwall;58.967;-2.95;EU
Blackpool;53.8304;-3.05;EU
Croydon;51.3833;-0.1;EU
Dorchester;50.7167;-2.4333;EU
Hendon;51.6;-0.2167;EU
Hammersmith;51.5;-0.2333;EU
Bournemouth;50.73;-1.9;EU
Fort William;56.8165;-5.1121;EU
Dumfries;55.0671;-3.55;EU
Dumbarton;55.95;-4.5667;EU
Luton;51.8804;-0.42;EU
Bristol;51.45;-2.5833;EU
Enfield;51.6667;-0.0667;EU
Camberwell;51.4736;-0.0916;EU
Truro;50.2617;-5.0433;EU
Penzance;50.1337;-5.55;EU
Clydach Vale;51.6267;-3.4761;EU
Telford;52.6333;-2.5;EU
Stockton-on-Tees;54.5833;-1.4167;EU
Maidenhead;51.5167;-0.7;EU
Dalkeith;55.8667;-3.0667;EU
Wood Green;51.6;-0.1167;EU
Pont-y-pŵl;51.7011;-3.0444;EU
Perth;56.4003;-3.47;EU
Milton Keynes;52.0333;-0.7;EU
Hartlepool;54.6861;-1.2125;EU
Harrow;51.5833;-0.3167;EU
Oldbury;52.5;-2.0167;EU
Ashton-under-Lyne;53.5;-2.1;EU
Wakefield;53.7;-1.4833;EU
Trowbridge;51.3189;-2.2086;EU
Maidstone;51.2667;0.5167;EU
Poole;50.7167;-2.0;EU
Newport;50.7;-1.3;EU
Walsall;52.6;-2.0;EU
Woolwich;51.4667;0.2;EU
Southend-on-Sea;51.55;0.72;EU
Scunthorpe;53.5833;-0.65;EU
Caernarfon;53.15;-4.2667;EU
Hamilton;55.7667;-4.0333;EU
Durham;54.7667;-1.5667;EU
Warwick;52.2833;-1.5833;EU
Aberdeen;57.1704;-2.08;EU
Newtown Saint Boswells;55.5833;-2.6833;EU
Sutton;51.35;-0.2;EU
Catford;51.45;-0.0167;EU
Lambeth;51.5;-0.1167;EU
Lewes;50.8667;-0.0167;EU
Dundee;56.4704;-3.0;EU
Ipswich;52.0703;1.17;EU
Birmingham;52.475;-1.92;EU
Stoke;53.0004;-2.18;EU
Stockport;53.4;-2.15;EU
Chelmsford;51.7333;0.4833;EU
Leeds;53.83;-1.58;EU
Bath;51.3837;-2.35;EU
Ayr;55.4504;-4.6167;EU
Kirkintilloch;55.9167;-4.1667;EU
Wallasey;53.4333;-3.0667;EU
Conwy;53.2833;-3.8333;EU
Rhuthun;53.1167;-3.3;EU
Walthamstow;51.6;-0.0333;EU
Halifax;53.7167;-1.85;EU
Peterborough;52.5804;-0.25;EU
Rotherham;53.4333;-1.35;EU
Alloa;56.1167;-3.8;EU
Southampton;50.9;-1.4;EU
Ebbw Vale;51.7833;-3.2;EU
Forfar;56.65;-2.8833;EU
Islington;51.5333;-0.1;EU
Caerfyrddin;51.8592;-4.3117;EU
Ealing;51.4888;-0.3048;EU
Kilmarnock;55.6333;-4.5333;EU
Newport;51.5833;-2.9833;EU
Kensington;51.5047;-0.1998;EU
Hwlffordd;51.8017;-4.9708;EU
Uxbridge;51.55;-0.4833;EU
Twickenham;51.4333;-0.3167;EU
Plymouth;50.3854;-4.16;EU
Livingston;55.8833;-3.5333;EU
Portsmouth;50.8003;-1.08;EU
Paisley;55.8333;-4.4333;EU
Exeter;50.7004;-3.53;EU
Widnes;53.35;-2.7333;EU
Stretford;53.45;-2.3167;EU
Stornoway;58.2167;-6.3667;EU
Manchester;53.5004;-2.248;EU
Inverness;57.4671;-4.2333;EU
Morden;51.3982;-0.1984;EU
London;51.5;-0.1167;EU
Ilford;51.5597;0.0708;EU
Poplar;51.5;-0.0167;EU
Salford;53.4833;-2.2667;EU
Derby;52.9333;-1.5;EU
Mold;53.1667;-3.1333;EU
Worcester;52.2;-2.2;EU
Rochester;51.3833;0.5167;EU
Chichester;50.8333;-0.7833;EU
East Ham;51.5333;0.05;EU
Oakham;52.6667;-0.7333;EU
Gloucester;51.8333;-2.25;EU
Wrecsam;53.05;-3.0;EU
Wolverhampton;52.5833;-2.1333;EU
Llangefni;53.2667;-4.3333;EU
Hove;50.8333;-0.1833;EU
Brighton;50.8303;-0.17;EU
Doncaster;53.5333;-1.1167;EU
Shrewsbury;52.7167;-2.7333;EU
Glasgow;55.8744;-4.2507;EU
Camden Town;51.5457;-0.1403;EU
Cardiff;51.5;-3.225;EU
Bexleyheath;51.45;0.15;EU
Dover;51.1337;1.3;EU
Bury;53.6;-2.3;EU
Greenock;55.9333;-4.75;EU
Middlesbrough;54.5804;-1.23;EU
Scarborough;54.2804;-0.43;EU
Merthyr Tudful;51.75;-3.3833;EU
Taunton;51.0211;-3.1047;EU
York;53.9704;-1.08;EU
Port Talbot;51.6;-3.7833;EU
Dagenham;51.55;0.1667;EU
Liverpool;53.416;-2.918;EU
Saint Helens;53.45;-2.7333;EU
Knowsley;53.45;-2.85;EU
Kingston upon Thames;51.4167;-0.2833;EU
Wigan;53.5333;-2.6167;EU
Southport;53.6667;-3.0;EU
Preston;53.7667;-2.7167;EU
Blackburn;53.75;-2.4833;EU
Bolton;53.5833;-2.4333;EU
Hugh Town;49.9146;-6.3143;EU
Bedford;52.1333;-0.45;EU
Chicksands;52.0333;-0.3667;EU
Sandbach;53.1333;-2.3667;EU
Chester;53.2;-2.92;EU
Llandrindod Wells;52.2333;-3.3833;EU
Northampton;52.25;-0.8833;EU
Giffnock;55.8;-4.2833;EU
Newcastle;55.0004;-1.6;EU
Downpatrick;54.3269;-5.7113;EU
Coleraine;55.1349;-6.6687;EU
Magherafelt;54.7543;-6.6094;EU
Dungannon;54.5033;-6.7643;EU
Cookstown;54.6428;-6.7452;EU
Bangor;54.6617;-5.6654;EU
Strabane;54.8224;-7.4684;EU
Londonderry;55.0004;-7.3333;EU
Omagh;54.6;-7.3;EU
Enniskillen;54.3466;-7.6411;EU
Ballymena;54.8612;-6.2763;EU
Banbridge;54.3509;-6.267;EU
Armagh;54.3481;-6.6496;EU
Newtownabbey;54.6691;-5.9044;EU
Craigavon;54.4497;-6.3646;EU
Antrim;54.7129;-6.2085;EU
Newry;54.178;-6.3381;EU
Lisburn;54.5099;-6.0404;EU
Belfast;54.5968;-5.9254;EU
Belfast;54.6;-5.96;EU
Usk;51.7025;-2.9042;EU
Stafford;52.8;-2.1;EU
Saint George's;12.0526;-61.7416;NA
Poti;42.1557;41.6716;AS
Tbilisi;41.725;44.7908;AS
Rustavi;41.5704;45.05;AS
Tskhinvali;42.2325;43.975;AS
Rustavi;42.2897;43.8543;AS
Sukhumi;43.02;41.02;AS
Zugdidi;42.5088;41.8709;AS
Gori;41.9842;44.1158;AS
Batumi;41.6;41.63;AS
Akhaltsikhe;41.639;42.9826;AS
Mtskheta;41.8451;44.7188;AS
Telavi;41.9198;45.4732;AS
Ozurgeti;41.9244;42.0068;AS
Kutaisi;42.25;42.73;AS
Ambrolauri;42.5211;43.1622;AS
Cayenne;4.933;-52.33;SA
Kourou;5.16;-52.6499;SA
Sinnamary;5.38;-52.96;SA
Saint-Georges;3.9105;-51.81;SA
Iracoubo;5.4804;-53.22;SA
Saint-Laurent-du-Maroni;5.4976;-54.0325;SA
Roura;4.73;-52.33;SA
Saint Peter Port;49.4561;-2.5408;EU
Ho;6.6004;0.47;AF
Bolgatanga;10.7904;-0.85;AF
Yendi;9.4337;-0.0167;AF
Tamale;9.4004;-0.84;AF
Sunyani;7.336;-2.336;AF
Berekum;7.4504;-2.59;AF
Kumasi;6.69;-1.63;AF
Wa;10.0604;-2.5;AF
Cape Coast;5.1104;-1.25;AF
Sekondi;4.9433;-1.704;AF
Bawku;11.0604;-0.24;AF
Nkawkaw;6.5505;-0.78;AF
Koforidua;6.0904;-0.26;AF
Winneba;5.3504;-0.63;AF
Accra;5.55;-0.2167;AF
Tema;5.6404;0.01;AF
Obuasi;6.1904;-1.66;AF
Gibraltar;36.1324;-5.3781;EU
Nord;81.7166;-17.8;NA
Sisimiut;66.95;-53.6666;NA
Qaqortoq;60.7289;-46.0364;NA
Savissivik;76.0195;-65.1125;NA
Tasiilaq;65.6019;-37.6337;NA
Qaanaaq;77.4835;-69.3322;NA
Ittoqqortoormiit;70.4834;-21.9667;NA
Kulusuk;65.5666;-37.1833;NA
Timmiarmiut;62.5333;-42.2167;NA
Qeqertasuaq;69.2442;-53.5652;NA
Narsarsuaq;61.1666;-45.4166;NA
Kullorsuaq;74.5781;-57.225;NA
Paamiut;62.0041;-49.6351;NA
Tasiusaq;73.369;-56.0598;NA
Upernavik;72.7094;-56.1417;NA
Qasigiannguit;68.8193;-51.1785;NA
Kangersuatsiaq;72.3796;-55.5491;NA
Nuussuaq;74.121;-57.0674;NA
Uummannaq;70.675;-52.1229;NA
Nuuk;64.1983;-51.7327;NA
Ilulissat;69.2167;-51.1;NA
Aasiaat;68.7167;-52.8667;NA
Bansang;13.4336;-14.65;AF
Banjul;13.4539;-16.5917;AF
Basse Santa Su;13.31;-14.223;AF
Brikama;13.2804;-16.6599;AF
Georgetown;13.551;-14.767;AF
Kerewan;13.494;-16.095;AF
Mansa Konko;13.3773;-15.6786;AF
Kanifing;13.4464;-16.6744;AF
Conakry;9.5315;-13.6802;AF
Faranah;10.0404;-10.75;AF
Kankan;10.39;-9.31;AF
Labé;11.32;-12.3;AF
Boké;10.94;-14.3;AF
Mamou;10.3804;-12.1;AF
Kindia;10.06;-12.87;AF
Kamsar;10.6854;-14.605;AF
Nzérékoré;7.76;-8.83;AF
Fria;10.3804;-13.55;AF
Forecariah;9.43;-13.098;AF
Yomou;7.5704;-9.27;AF
Tongue;11.44;-11.67;AF
Télimélé;10.905;-13.043;AF
Siguiri;11.4171;-9.1666;AF
Pita;11.08;-12.401;AF
Mali;12.084;-12.301;AF
Macenta;8.5504;-9.48;AF
Kouroussa;10.653;-9.892;AF
Koundara;12.48;-13.296;AF
Kissidougou;9.1905;-10.12;AF
Kérouané;9.2704;-9.02;AF
Gueckedou;8.554;-10.151;AF
Gaoual;11.754;-13.213;AF
Dinguiraye;11.299;-10.726;AF
Dabola;10.748;-11.109;AF
Boffa;10.185;-14.043;AF
Beyla;8.687;-8.657;AF
Dalaba;10.656;-12.272;AF
Basse-Terre;16.0;-61.7167;NA
Pointe-à-Pitre;16.2415;-61.533;NA
Basse-terre;16.2304;-61.44;NA
Malabo;3.75;8.7833;AF
Palé;-1.4014;5.6325;AF
Evinayong;1.45;10.5667;AF
Mongomo;1.6337;11.3166;AF
Bata;1.87;9.77;AF
Ebebiyín;2.1511;11.3353;AF
Calatrava;1.1164;9.4186;AF
Luba;3.45;8.55;AF
Komatini;41.1333;25.4167;EU
Athens;37.9833;23.7333;EU
Ermoupoli;37.4504;24.9333;EU
Patra;38.23;21.73;EU
Lamia;38.899;22.434;EU
Tripoli;37.5091;22.3794;EU
Mitilini;39.1104;26.5546;EU
Hania;35.5122;24.0156;EU
Sitia;35.2004;26.0986;EU
Seres;41.086;23.5497;EU
Iraklio;35.325;25.1305;EU
Polygyros;40.381;23.453;EU
Thessaloniki;40.6961;22.885;EU
Xanthi;41.1418;24.8836;EU
Kerkira;39.6154;19.9147;EU
Kavala;40.9412;24.4018;EU
Kozáni;40.3007;21.789;EU
Alexandroupoli;40.8486;25.8744;EU
Katerini;40.2723;22.5025;EU
Ioanina;39.6679;20.8509;EU
Volos;39.37;22.95;EU
Larissa;39.6304;22.42;EU
Piraeus;37.95;23.7;EU
Agrinio;38.6218;21.4077;EU
Pirgos;37.6837;21.45;EU
Chalkida;38.464;23.6124;EU
Sparti;37.0737;22.4297;EU
Kalamata;37.0389;22.1142;EU
Hios;38.3681;26.1358;EU
Rodos;36.4412;28.2225;EU
Kos;36.8937;27.2888;EU
Grytviken;-54.2806;-36.508;SA
San Jose;13.9397;-90.82;NA
Mazatenango;14.5304;-91.51;NA
Cuilapa;14.279;-90.298;NA
Cobán;15.47;-90.38;NA
Jutiapa;14.29;-89.9;NA
Retalhuleu;14.5371;-91.677;NA
Livingston;15.8307;-88.7562;NA
San Luis;16.2;-89.44;NA
San Marcos;14.966;-91.8;NA
Flores;16.9337;-89.8833;NA
Escuintla;14.3004;-90.78;NA
Salamá;15.103;-90.314;NA
Chiquimula;14.797;-89.544;NA
Chimaltenango;14.662;-90.82;NA
El Progreso;14.85;-90.0167;NA
Antigua Guatemala;14.5667;-90.7333;NA
Jalapa;14.633;-89.989;NA
Quetzaltenango;14.83;-91.52;NA
Puerto Barrios;15.7175;-88.5927;NA
Totonicapán;14.914;-91.358;NA
Zacapa;14.972;-89.529;NA
Sololá;14.773;-91.183;NA
Guatemala;14.6211;-90.527;NA
La Libertad;16.7804;-90.12;NA
Huehuetenango;15.3204;-91.47;NA
Santa Cruz Del Quiche;15.0333;-91.1333;NA
Fulacunda;11.773;-15.195;AF
Farim;12.493;-15.227;AF
Bafatá;12.167;-14.666;AF
Bissau;11.865;-15.5984;AF
Bolama;11.583;-15.4828;AF
Buba;11.5889;-14.9958;AF
Cacheu;12.269;-16.165;AF
Catió;11.2167;-15.1667;AF
Gabú;12.28;-14.234;AF
Quinhámel;11.8869;-15.8556;AF
Corriverton;5.9;-57.17;SA
Georgetown;6.802;-58.167;SA
Fort Wellington;6.3909;-57.6038;SA
Bartica;6.4104;-58.63;SA
New Amsterdam;6.25;-57.53;SA
Mabaruma;8.2;-59.78;SA
Vreed-en-Hoop;6.8093;-58.198;SA
Mahdia;5.2667;-59.15;SA
Linden;5.99;-58.27;SA
Lethem;3.39;-59.8;SA
Anna Regina;7.2704;-58.5001;SA
Anna Regina;7.2635;-58.4804;SA
Ituni;5.43;-58.25;SA
Hong Kong;22.305;114.185;AS
